08:11:2023 12:38:23,99.9,6.81,6.87,6.78,6.84,0,SELL,0.0,30.0,-0.39810072553048786,-1.74605581373021,SELL,-0.0,0.04392386530014548,0.0,3595.351975917816,352.0
08:11:2023 12:45:41,99.9,6.81,6.87,6.78,6.84,0,SELL,0.0,30.0,-0.39810072553048786,-1.74605581373021,SELL,-0.0,0.04392386530014548,0.0,3576.9090642929077,273.0
08:11:2023 12:51:22,99.9,6.81,6.87,6.78,6.84,0,SELL,-0.043859999999999066,30.0,-0.39810072553048786,-1.74605581373021,SELL,-0.043859999999999066,0.0,-0.04379562043795527,3596.0916650295258,6.0
08:11:2023 12:51:33,99.9,6.81,6.87,6.78,6.84,0,SELL,-0.08765999999999813,29.95614,-0.39810072553048786,-1.7435030801305365,SELL,-0.04379999999999906,-0.04373159124087499,-0.04373159124087499,3585.734719991684,1.0
08:11:2023 12:51:36,99.9,6.81,6.87,6.78,6.84,0,SELL,-0.1313899999999972,29.912340000000004,-0.39810072553048786,-1.7409538386424905,SELL,-0.04372999999999907,-0.04366764963503557,-0.04366764963503557,3581.826858520508,1.0
08:11:2023 12:51:40,99.9,6.81,6.87,6.78,6.84,0,SELL,-0.17505999999999627,29.868610000000004,-0.39810072553048786,-1.7384086712846767,SELL,-0.04366999999999907,-0.04360381021897718,-0.04360381021897718,3577.9558522701263,1.0
08:11:2023 12:51:44,99.9,6.81,6.87,6.78,6.84,0,SELL,-0.21865999999999536,29.824940000000005,-0.39810072553048786,-1.7358669960384898,SELL,-0.04359999999999908,-0.04354005839415966,-0.04354005839415966,3574.0787081718445,1.0
08:11:2023 12:51:48,99.9,6.81,6.87,6.78,6.84,0,SELL,-0.26219999999999444,29.781340000000007,-0.39810072553048786,-1.7333293949225352,SELL,-0.04353999999999907,-0.043476408759123175,-0.043476408759123175,3570.1860630512238,1.0
08:11:2023 12:51:52,99.9,6.81,6.87,6.78,6.84,0,SELL,-0.3056799999999935,29.737800000000007,-0.39810072553048786,-1.7307952859182085,SELL,-0.043479999999999075,-0.04341284671532755,-0.04341284671532755,3566.3079962730408,1.0
08:11:2023 12:51:56,99.9,6.81,6.87,6.78,6.84,0,SELL,-0.3490899999999926,29.69432000000001,-0.39810072553048786,-1.7282646690255086,SELL,-0.043409999999999074,-0.043349372262772815,-0.043349372262772815,3562.4324464797974,1.0
08:11:2023 12:52:00,99.9,6.81,6.87,6.78,6.84,0,SELL,-0.39243999999999163,29.65091000000001,-0.39810072553048786,-1.7257381262630413,SELL,-0.04334999999999908,-0.043285999999999096,-0.043285999999999096,3558.118888616562,1.0
08:11:2023 12:52:04,99.9,6.81,6.87,6.78,6.84,0,SELL,-0.4357299999999907,29.60756000000001,-0.39810072553048786,-1.7232150756122013,SELL,-0.04328999999999907,-0.04322271532846625,-0.04322271532846625,3553.965908765793,1.0
08:11:2023 12:52:08,99.9,6.81,6.87,6.78,6.84,0,SELL,-0.4789499999999898,29.56427000000001,-0.39810072553048786,-1.7206955170729885,SELL,-0.04321999999999908,-0.04315951824817428,-0.04315951824817428,3550.0964815616608,1.0
08:11:2023 12:52:12,99.9,6.81,6.87,6.78,6.84,0,SELL,-0.5221099999999889,29.521050000000013,-0.39810072553048786,-1.7181800326640078,SELL,-0.04315999999999908,-0.04309642335766334,-0.04309642335766334,3546.2135739326477,1.0
08:11:2023 12:52:16,99.9,6.81,6.87,6.78,6.84,0,SELL,-0.5652099999999879,29.477890000000013,-0.39810072553048786,-1.7156680403666547,SELL,-0.04309999999999908,0.0,-0.04303341605839327,3542.3307790756226,145.0
08:11:2023 12:55:18,99.9,6.81,6.87,6.78,6.84,0,SELL,-0.608239999999987,29.434790000000014,-0.39810072553048786,-1.7131595401809292,SELL,-0.04302999999999908,-0.04297049635036407,-0.04297049635036407,3540.789575099945,1.0
08:11:2023 12:55:21,99.9,6.81,6.87,6.78,6.84,0,SELL,-0.6512099999999861,29.391760000000016,-0.39810072553048786,-1.7106551141254356,SELL,-0.04296999999999908,-0.0429076788321159,-0.0429076788321159,3596.9211480617523,1.0
08:11:2023 12:55:25,99.9,6.81,6.87,6.78,6.84,0,SELL,-0.6941199999999852,29.348790000000015,-0.39810072553048786,-1.7081541801815692,SELL,-0.04290999999999909,-0.04284494890510861,-0.04284494890510861,3593.02374458313,1.0
08:11:2023 12:55:29,99.9,6.81,6.87,6.78,6.84,0,SELL,-0.7369599999999843,29.305880000000016,-0.39810072553048786,-1.7056567383493304,SELL,-0.04283999999999909,-0.042782306569342184,-0.042782306569342184,3588.8331940174103,1.0
08:11:2023 12:55:34,99.9,6.81,6.87,6.78,6.84,0,SELL,-0.7797399999999833,29.263040000000018,-0.39810072553048786,-1.703163370647324,SELL,-0.04277999999999908,-0.04271976642335678,-0.04271976642335678,3584.6473665237427,1.0
08:11:2023 12:55:38,99.9,6.81,6.87,6.78,6.84,0,SELL,-0.8224599999999824,29.220260000000017,-0.39810072553048786,-1.7006734950569444,SELL,-0.04271999999999909,-0.04265731386861226,-0.04265731386861226,3580.7324843406677,1.0
